# file	test	verdict	target_placement	note
# verdict: keep | move-inline | move-to-tests | regroup | delete
# `delete` rows must name their survivor in the note (CLN-04).
crates/piperine-lang-server/tests/protocol.rs	protocol_doc_comment_fixture_renders_on_hover	keep	tests	hint:integration
crates/piperine-lang-server/tests/protocol.rs	protocol_shadowing_fixture_resolves_to_the_innermost_binding	keep	tests	hint:integration
crates/piperine-lang/src/elab/lower/flatten.rs	flatten_detects_self_cycle	keep	inline	hint:unit
crates/piperine-lang/src/elab/lower/flatten.rs	flatten_detects_transitive_cycle	keep	inline	hint:unit
crates/piperine-lang/src/elab/lower/flatten.rs	flatten_is_idempotent	keep	inline	hint:unit
crates/piperine-lang/src/elab/lower/flatten.rs	flatten_leaf_module_equals_authored	keep	inline	hint:unit
crates/piperine-lang/src/elab/lower/flatten.rs	flatten_parent_of_leaves_keeps_all_instances	keep	inline	hint:unit
crates/piperine-lang/src/elab/lower/flatten.rs	flatten_writes_only_flat_modules	keep	inline	hint:unit
crates/piperine-lang/src/elab/lower/flatten.rs	inline_binds_ports_and_lifts_wires	keep	inline	hint:unit
crates/piperine-lang/src/elab/lower/flatten.rs	inline_dangling_net_fails_loud	keep	inline	hint:unit
crates/piperine-lang/src/elab/lower/flatten.rs	inline_ground_nets_pass_through_remap_unchanged	keep	inline	hint:unit
crates/piperine-lang/src/elab/lower/flatten.rs	inline_indexed_netref_fails_as_gap3_deferred	keep	inline	hint:unit
crates/piperine-lang/src/elab/lower/flatten.rs	inline_nesting_composes_through_three_levels	keep	inline	hint:unit
crates/piperine-lang/src/elab/lower/flatten.rs	inline_splices_child_connections_through_remap	keep	inline	hint:unit
crates/piperine-lang/src/elab/lower/flatten.rs	inline_two_siblings_produce_distinct_labels_and_wires	keep	inline	hint:unit
crates/piperine-lang/src/elab/lower/flatten.rs	inline_yields_only_leaf_instances_in_flat_form	keep	inline	hint:unit
crates/piperine-lang/src/elab/typecheck.rs	discipline_crossing_is_rejected	keep	inline	hint:unit
crates/piperine-lang/src/elab/typecheck.rs	multiple_drivers_on_digital_net_is_rejected	keep	inline	hint:unit
crates/piperine-lang/src/elab/typecheck.rs	same_discipline_connection_passes	keep	inline	hint:unit
crates/piperine-lang/src/elab/typecheck.rs	width_mismatch_on_named_connection_is_caught	keep	inline	hint:unit
crates/piperine-lang/src/elab/typecheck.rs	wire_width_mismatch_via_array_dim_is_caught	keep	inline	hint:unit
crates/piperine-lang/src/parse/mod.rs	test_port_prediction	keep	inline	hint:integration
crates/piperine-lang/src/parse/mod.rs	test_predict_at_cursor_mod_body	keep	inline	hint:integration
crates/piperine-lang/src/pom/design.rs	flat_module_falls_back_to_authored_when_absent	keep	inline	hint:integration
crates/piperine-lang/src/pom/design.rs	flat_module_prefers_flat_form_when_present	keep	inline	hint:integration
crates/piperine-lang/src/pom/design.rs	flat_module_resolves_flat_only_name	keep	inline	hint:integration
crates/piperine-lang/src/pom/design.rs	flat_module_returns_none_when_unknown	keep	inline	hint:integration
crates/piperine-lang/src/pom/error.rs	reflect_error_display	keep	inline	hint:unit
crates/piperine-lang/src/pom/node.rs	id_is_distinct	keep	inline	hint:unit
crates/piperine-lang/src/pom/node.rs	id_is_stable	keep	inline	hint:unit
crates/piperine-lang/src/pom/selection.rs	selection_empty	keep	inline	hint:unit
crates/piperine-lang/src/pom/selection.rs	selection_filter	keep	inline	hint:unit
crates/piperine-lang/src/pom/selection.rs	selection_from_vec	keep	inline	hint:unit
crates/piperine-lang/src/pom/selection.rs	selection_get_bounds_checked	keep	inline	hint:unit
crates/piperine-lang/src/pom/selection.rs	selection_iter	keep	inline	hint:unit
crates/piperine-lang/src/pom/selection.rs	selection_map	keep	inline	hint:unit
crates/piperine-lang/src/pom/selection.rs	selection_one_exactly_one	keep	inline	hint:unit
crates/piperine-lang/src/pom/selection.rs	selection_one_many_errors	keep	inline	hint:unit
crates/piperine-lang/src/pom/selection.rs	selection_one_zero_errors	keep	inline	hint:unit
crates/piperine-lang/src/pom/selector/eval.rs	test_eval_attr_predicates	keep	inline	hint:unit
crates/piperine-lang/src/pom/selector/eval.rs	test_eval_simple	keep	inline	hint:unit
crates/piperine-lang/src/pom/selector/parse.rs	test_parse_attr_existence	keep	inline	hint:unit
crates/piperine-lang/src/pom/selector/parse.rs	test_parse_attr_predicate	keep	inline	hint:unit
crates/piperine-lang/src/pom/selector/parse.rs	test_parse_axis_explicit	keep	inline	hint:unit
crates/piperine-lang/src/pom/selector/parse.rs	test_parse_descendant	keep	inline	hint:unit
crates/piperine-lang/src/pom/selector/parse.rs	test_parse_simple_absolute	keep	inline	hint:unit
crates/piperine-lang/src/pom/staging.rs	override_map_clear	keep	inline	hint:unit
crates/piperine-lang/src/pom/staging.rs	override_map_distinct_paths	keep	inline	hint:unit
crates/piperine-lang/src/pom/staging.rs	override_map_empty	keep	inline	hint:unit
crates/piperine-lang/src/pom/staging.rs	override_map_miss	keep	inline	hint:unit
crates/piperine-lang/src/pom/staging.rs	override_map_overwrite	keep	inline	hint:unit
crates/piperine-lang/src/pom/staging.rs	override_map_set_and_get	keep	inline	hint:unit
crates/piperine-lang/src/value.rs	result_equality	keep	inline	hint:unit
crates/piperine-lang/src/value.rs	result_err_methods	keep	inline	hint:unit
crates/piperine-lang/src/value.rs	result_ok_methods	keep	inline	hint:unit
crates/piperine-lang/src/value.rs	set_construction_and_methods	keep	inline	hint:unit
crates/piperine-lang/src/value.rs	set_equality	keep	inline	hint:unit
crates/piperine-lang/src/value.rs	value_boolean_construction_and_access	keep	inline	hint:unit
crates/piperine-lang/src/value.rs	value_integer_construction_and_access	keep	inline	hint:unit
crates/piperine-lang/src/value.rs	value_natural_construction_and_access	keep	inline	hint:unit
crates/piperine-lang/src/value.rs	value_real_construction_and_access	keep	inline	hint:unit
crates/piperine-lang/src/value.rs	value_string_construction_and_access	keep	inline	hint:unit
crates/piperine-lang/src/value.rs	value_type_name	keep	inline	hint:unit
crates/piperine-lang/tests/bench_removed.rs	bench_block_is_a_syntax_error	keep	tests	hint:integration
crates/piperine-lang/tests/bench_removed.rs	designs_elaborate_unchanged_without_benches	keep	tests	hint:integration
crates/piperine-lang/tests/bundle_connections.rs	bundle_connections_fan_out	keep	tests	hint:integration
crates/piperine-lang/tests/bundle_param.rs	bundle_field_access_lowers_to_flattened_param	keep	tests	hint:integration
crates/piperine-lang/tests/bundle_param.rs	bundle_param_default_flattens_to_scalar_params	keep	tests	hint:integration
crates/piperine-lang/tests/bundle_param.rs	bundle_param_field_without_default_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/bundle_param.rs	bundle_param_partial_literal_overrides_one_field	keep	tests	hint:integration
crates/piperine-lang/tests/bundle_param.rs	bundle_param_unknown_field_in_literal_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/bundle_param.rs	instance_bundle_override_flattens_to_param_pairs	keep	tests	hint:integration
crates/piperine-lang/tests/callable_registry.rs	duplicate_name_with_different_signature_forms_an_overload_set	keep	tests	hint:unit
crates/piperine-lang/tests/callable_registry.rs	single_registration_resolves_via_lookup_exactly_as_before_overloading	keep	tests	hint:unit
crates/piperine-lang/tests/callable_registry.rs	validate_call_accepts_exact_structural_param_type_match	keep	tests	hint:unit
crates/piperine-lang/tests/callable_registry.rs	validate_call_rejects_arity_mismatch	keep	tests	hint:unit
crates/piperine-lang/tests/callable_registry.rs	validate_call_rejects_mismatched_param_types_no_implicit_widening	keep	tests	hint:unit
crates/piperine-lang/tests/cast_impl_methods.rs	bare_cast_call_has_no_special_case_meaning_but_is_not_yet_rejected	keep	tests	hint:integration
crates/piperine-lang/tests/cast_impl_methods.rs	boolean_from_integer_resolves	keep	tests	hint:integration
crates/piperine-lang/tests/cast_impl_methods.rs	integer_from_real_resolves	keep	tests	hint:integration
crates/piperine-lang/tests/cast_impl_methods.rs	quad_from_integer_resolves	keep	tests	hint:integration
crates/piperine-lang/tests/cast_impl_methods.rs	real_from_boolean_resolves	keep	tests	hint:integration
crates/piperine-lang/tests/cast_impl_methods.rs	real_from_integer_resolves	keep	tests	hint:integration
crates/piperine-lang/tests/cast_impl_methods.rs	real_from_natural_resolves_via_local_var	keep	tests	hint:integration
crates/piperine-lang/tests/cast_impl_methods.rs	real_from_quad_resolves	keep	tests	hint:integration
crates/piperine-lang/tests/cast_impl_methods.rs	real_from_string_matches_no_overload_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	accumulating_elaboration_reports_two_independent_module_errors	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	accumulating_elaboration_returns_no_errors_on_success	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	accumulating_elaboration_still_stops_at_a_fail_fast_pass	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	flatten_pass_leaves_authored_modules_untouched	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	flatten_pass_populates_flat_modules_after_elaboration	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_analog_behavior_elaborated	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_array_net_type_resolved	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_behavioral_for_unrolled	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_bit_pattern_match_with_wildcard_passes	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_bit_pattern_match_without_wildcard_fails	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_bundle_expanded_to_flat_ports	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_const_if_folded_in_behavior	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_contrib_in_digital_rejected	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_ddt_doc_comes_from_the_real_header_content	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_design_project_item_file_returns_real_header_path	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_digital_behavior_elaborated	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_discipline_net_type_resolved	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_doc_run_not_immediately_before_a_decl_is_ignored_no_crash_or_misattach	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_elab_sr_latch_example	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_elaborate_with_index_design_matches_plain_elaborate	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_exhaustive_enum_match_passes	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_exhaustive_enum_match_with_wildcard_passes	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_function_body_lowered	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_function_param_types_resolved	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_generic_module_monomorphized_on_demand	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_global_const_evaluated	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_impl_methods_elaborated	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_labeled_instance_label_and_type_spans_are_token_tight	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_module_doc_attaches_from_triple_slash_run	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_module_without_doc_comment_is_none_no_regression	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_net_connection_resolved_to_net_ref	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_non_exhaustive_enum_match_fails	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_non_exhaustive_enum_match_multiple_missing	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_non_instantiated_generic_not_in_modules	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_param_wire_var_instance_and_behavior_docs_attach	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_parse_and_elaborate_api	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_prelude_items_map_to_real_header_paths	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_primitive_value_types_resolved	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_private_item_accessible_within_same_file	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_private_item_not_accessible_from_other_package	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_pub_item_accessible_from_other_package	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_registered_schema_attribute_passes	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_resolution_index_covers_module_port_param_wire_instance_behavior	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_resolution_index_decl_and_use_share_one_binding_id	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_resolution_index_module_doc_carried_on_binding	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_resolution_index_records_decl_span_kind_doc_and_use_span	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_schema_attribute_on_module	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_schema_missing_required_field_fails	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_schema_unknown_field_fails	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_stdlib_capabilities_always_in_scope	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_stdlib_map_reduce_always_in_scope	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_structural_for_port_connections_are_net_refs	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_structural_for_unrolled_to_instances	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_two_monomorphs_of_same_base_both_exist	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_undefined_type_error	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_unknown_schema_attribute_fails	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_unlabeled_instance_has_no_label_span_and_tight_type_span	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_use_loaded_item_maps_to_real_on_disk_path	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_use_piperine_capabilities_explicit	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_use_resolution_file_based	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_use_transitive	keep	tests	hint:integration
crates/piperine-lang/tests/elab.rs	test_value_bundle_as_net_type_fails	keep	tests	hint:integration
crates/piperine-lang/tests/extern_coverage_guard.rs	cast_target_types_have_from_overloads_in_extern_impl_blocks	keep	tests	hint:integration
crates/piperine-lang/tests/extern_coverage_guard.rs	device_port_attribute_schemas_have_textual_extern_declarations	keep	tests	hint:integration
crates/piperine-lang/tests/extern_coverage_guard.rs	every_math_fn_has_a_matching_extern_fn_declaration	keep	tests	hint:integration
crates/piperine-lang/tests/extern_coverage_guard.rs	every_primitive_value_type_has_a_matching_extern_type_declaration	keep	tests	hint:integration
crates/piperine-lang/tests/extern_coverage_guard.rs	every_runtime_operator_has_a_matching_extern_operator_declaration	keep	tests	hint:integration
crates/piperine-lang/tests/extern_coverage_guard.rs	every_task_registry_entry_has_a_matching_extern_task_declaration	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_attribute_parses_with_field_decl_spans	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_attribute_preceded_by_doc_run_parses_with_doc_some	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_fn_parses_with_correct_decl_span	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_fn_preceded_by_doc_run_parses_with_doc_some	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_fn_with_body_is_a_parse_error_naming_the_declaration	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_impl_block_preceded_by_doc_run_parses_with_doc_some_block_level_only	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_impl_capability_for_type_parses	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_impl_method_preceded_by_doc_run_parses_with_its_own_doc	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_impl_method_with_body_is_a_parse_error_naming_the_method	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_impl_parses_block_and_each_method_with_distinct_decl_spans	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_operator_parses_with_correct_decl_span	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_operator_preceded_by_doc_run_parses_with_doc_some	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_operator_with_body_is_a_parse_error_naming_the_declaration	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_operator_without_doc_run_parses_with_doc_none	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_task_parses_with_correct_decl_span_and_dollar_prefixed_name	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_task_preceded_by_doc_run_parses_with_doc_some	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_task_with_body_is_a_parse_error_naming_the_declaration	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_type_parses_with_correct_decl_span	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_type_preceded_by_doc_run_parses_with_doc_some	keep	tests	hint:integration
crates/piperine-lang/tests/extern_grammar.rs	extern_type_with_body_is_a_parse_error_naming_the_declaration	keep	tests	hint:integration
crates/piperine-lang/tests/extern_missing_native_binding.rs	extern_fn_with_no_native_binding_fails_loud_as_extern_missing_binding	keep	tests	hint:integration
crates/piperine-lang/tests/extern_missing_native_binding.rs	undeclared_path_call_is_not_extern_missing_binding	keep	tests	hint:integration
crates/piperine-lang/tests/extern_type_registry.rs	duplicate_extern_type_same_name_is_a_duplicate_declaration_error	keep	tests	hint:integration
crates/piperine-lang/tests/extern_type_registry.rs	extern_type_alone_elaborates_without_error	keep	tests	hint:integration
crates/piperine-lang/tests/extern_type_registry.rs	extern_type_colliding_with_a_plain_type_is_a_duplicate_declaration_error	keep	tests	hint:integration
crates/piperine-lang/tests/extern_type_registry.rs	extern_type_registers_with_its_decl_span	keep	tests	hint:integration
crates/piperine-lang/tests/fail_loud_call_resolution.rs	extern_fn_call_with_matching_signature_and_native_binding_resolves	keep	tests	hint:integration
crates/piperine-lang/tests/fail_loud_call_resolution.rs	extern_fn_call_with_mismatched_signature_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/fail_loud_call_resolution.rs	path_call_overload_resolves_by_argument_type	keep	tests	hint:integration
crates/piperine-lang/tests/fail_loud_call_resolution.rs	path_call_overload_with_no_matching_candidate_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/fail_loud_call_resolution.rs	path_call_to_declared_extern_impl_method_resolves	keep	tests	hint:integration
crates/piperine-lang/tests/fail_loud_call_resolution.rs	path_call_to_undeclared_impl_method_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/fail_loud_call_resolution.rs	plain_fn_call_resolves_unchanged	keep	tests	hint:integration
crates/piperine-lang/tests/fail_loud_type_attr_resolution.rs	extern_attribute_declares_and_resolves_a_real_use_site	keep	tests	hint:integration
crates/piperine-lang/tests/fail_loud_type_attr_resolution.rs	extern_attribute_use_site_with_unknown_field_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/fail_loud_type_attr_resolution.rs	undeclared_attr_schema_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/fail_loud_type_attr_resolution.rs	undeclared_type_reference_still_fails_loud_after_call_resolution_changes	keep	tests	hint:integration
crates/piperine-lang/tests/fmt_doc_comment.rs	blank_line_between_declarations_unaffected_by_pub_fix	keep	tests	hint:unit
crates/piperine-lang/tests/fmt_doc_comment.rs	doc_comment_above_pub_mod_stays_attached_and_pub_mod_stays_together	keep	tests	hint:unit
crates/piperine-lang/tests/fmt_doc_comment.rs	doc_comment_stays_attached_to_fn_after_formatting	keep	tests	hint:unit
crates/piperine-lang/tests/fmt_doc_comment.rs	doc_comment_stays_attached_to_mod_after_formatting	keep	tests	hint:unit
crates/piperine-lang/tests/fmt_doc_comment.rs	existing_blank_line_between_doc_and_decl_gets_collapsed	keep	tests	hint:unit
crates/piperine-lang/tests/fmt_doc_comment.rs	existing_blank_line_between_doc_and_discipline_gets_collapsed	keep	tests	hint:unit
crates/piperine-lang/tests/fmt_doc_comment.rs	multiline_doc_comment_stays_attached	keep	tests	hint:unit
crates/piperine-lang/tests/fmt_doc_comment.rs	plain_comment_still_gets_blank_line_before_mod	keep	tests	hint:unit
crates/piperine-lang/tests/fmt_doc_comment.rs	pub_mod_stays_on_one_line	keep	tests	hint:unit
crates/piperine-lang/tests/introspection_attrs.rs	model_attribute_in_prelude_elaborates_on_module	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_attrs.rs	module_without_introspection_attrs_still_elaborates	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_attrs.rs	single_field_attributes_in_prelude_elaborate	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_attrs.rs	unknown_field_on_prelude_schema_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	any_introspection_attr_on_param_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	at_kind_on_terminal_accepts_terminal_kind_values	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	at_kind_on_terminal_with_var_value_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	at_kind_on_var_accepts_observable_kind_values_case_insensitive	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	at_kind_on_var_with_bogus_value_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	at_kind_on_var_with_terminal_value_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	at_model_absent_yields_no_model_id	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	at_model_on_var_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	at_model_populates_model_id	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	at_unit_on_module_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	at_unit_on_port_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	bad_field_type_fails_loud_at_elaboration	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	duplicate_at_name_on_vars_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	internal_wire_name_and_kind_resolve	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	non_introspection_attribute_is_ignored	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	unknown_module_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	var_unit_and_description_resolve	keep	tests	hint:integration
crates/piperine-lang/tests/introspection_meta.rs	var_without_attrs_not_in_sidecar	keep	tests	hint:integration
crates/piperine-lang/tests/operator_and_impl_method_registries.rs	attr_field_carries_a_decl_span	keep	tests	hint:unit
crates/piperine-lang/tests/operator_and_impl_method_registries.rs	impl_method_table_namespaces_methods_by_owning_type	keep	tests	hint:unit
crates/piperine-lang/tests/operator_and_impl_method_registries.rs	impl_method_table_resolves_overloaded_methods_on_the_same_type	keep	tests	hint:unit
crates/piperine-lang/tests/operator_and_impl_method_registries.rs	impl_method_table_zero_match_fails_loud	keep	tests	hint:unit
crates/piperine-lang/tests/operator_and_impl_method_registries.rs	operator_registry_ambiguous_match_fails_loud_naming_every_matching_candidate	keep	tests	hint:unit
crates/piperine-lang/tests/operator_and_impl_method_registries.rs	operator_registry_disjoint_overloads_resolve_by_argument_type	keep	tests	hint:unit
crates/piperine-lang/tests/operator_and_impl_method_registries.rs	operator_registry_one_candidate_resolves_normally	keep	tests	hint:unit
crates/piperine-lang/tests/operator_and_impl_method_registries.rs	operator_registry_zero_match_fails_loud_naming_candidates_tried	keep	tests	hint:unit
crates/piperine-lang/tests/operator_resolution.rs	ddt_call_with_correct_arity_and_type_elaborates	keep	tests	hint:integration
crates/piperine-lang/tests/operator_resolution.rs	ddt_call_with_wrong_arg_type_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/operator_resolution.rs	ddt_call_with_wrong_arity_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/operator_resolution.rs	flicker_noise_call_with_wrong_arity_fails_loud	keep	tests	hint:integration
crates/piperine-lang/tests/operator_resolution.rs	white_noise_call_with_correct_arity_elaborates	keep	tests	hint:integration
crates/piperine-lang/tests/overload_resolution.rs	ambiguous_match_fails_loud_naming_every_matching_candidate	keep	tests	hint:unit
crates/piperine-lang/tests/overload_resolution.rs	n_candidate_disjoint_types_resolves_by_argument_type	keep	tests	hint:unit
crates/piperine-lang/tests/overload_resolution.rs	one_candidate_resolves_normally	keep	tests	hint:unit
crates/piperine-lang/tests/overload_resolution.rs	zero_match_fails_loud_naming_call_site_and_every_candidate_tried	keep	tests	hint:unit
crates/piperine-lang/tests/overload_resolution.rs	zero_match_on_arity_mismatch_also_fails_loud	keep	tests	hint:unit
crates/piperine-lang/tests/parse_elab.rs	test_block_expression	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_capabilities_structure	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_connection_stores_both_sides	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_contrib_force_in_event_block	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_core_structure	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_dangling_doc_run_with_no_following_decl_is_ignored	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_default_param_must_be_trailing	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_default_param_parses_when_trailing	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_delta_sigma_structure	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_doc_run_before_decl_is_captured	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_doc_run_separated_by_blank_line_does_not_attach	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_electrothermal_structure	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_error_on_empty_binary_literal	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_error_on_empty_file	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_error_on_malformed_module	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_error_on_missing_semicolon	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_event_body_is_block	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_inclusive_slice	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_language_features_structure	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_multiline_doc_run_joins_with_newline	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_named_array_instance	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_parse_all_examples	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_path_in_expression	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_plain_line_comment_is_discarded_not_captured_as_doc	keep	tests	hint:integration
crates/piperine-lang/tests/parse_elab.rs	test_precedence_bitor_lowest	keep	tests	hint:integration
